,reviews,sentiment,int_category
350,they all have cracks on them now they’re old 😕 yea i didn’t want to spend on this but oh well lol,neutral,5.0
351,lol you flash mobster 😜 i have been to ohwhymeoh more than enough times they need rain😂😂,strongly positive,1.0
352,this woman is horrid wearing a hijab does not equal terrorist 😡,strongly negtive,0.0
353,that sounds bad 😕  if youre planning on a new phone weve got the best deals right now check  mk,neutral,5.0
354,god man that sounds awful 😕 i’m so sorry hopefully it passes soon meds fluids rest repeat ❤️,neutral,5.0
355,god man that sounds awful 😕 i’m so sorry hopefully it passes soon meds fluids rest repeat ❤️,strongly positive,1.0
356,good night lindsey 😕 i love you my dream♡ miss you,neutral,5.0
357,😜 coming home today i ran into rain sunshine blowing snow and blue sky that was in the last  miles 😂😂😂,strongly positive,1.0
358,please note the date this is from  😕,neutral,5.0
359,thank you ❤ yes thats this tweet and yeah i see it like that so awesome 😂,strongly positive,1.0
360,thank you ❤ yes thats this tweet and yeah i see it like that so awesome 😂,strongly positive,1.0
361,im so proud of you ❤,strongly positive,1.0
362,that sounds bad 😕  if youre planning on a new phone weve got the best deals right now check  mk,neutral,5.0
363,i know time seems to whizz by nowadays i wish it was last week 😕 nite nite auntie lynda sleep tite a…,neutral,5.0
364,been trying to get around to it but havent found the time 😕 ima try tonight,neutral,5.0
365,excuse me one show is about talking and the other is about yelling thank you 😡,strongly negtive,0.0
366,and now you mean world champs 😜 i cried too man 😭,negative,2.0
367,worst kurts late caution in yesterdays race 😡 best stage racing hated at first but…,strongly negtive,0.0
368,thats terrible we understand 😕 how about we make you happy with a new one check our deals  ck,neutral,5.0
369,f i cant get into it 😡 im so new at this twitter thing and im about to throw my phone acr…,strongly negtive,0.0
370,if he wouldve done such thing then even though i love him i would want to kill him 😡,strongly negtive,0.0
371,fantastic buster thanks you have a happy thanksgiving too fill up on ❤ and 🦃 😉,strongly positive,1.0
372,oh no  humans are coming this way 😡,strongly negtive,0.0
373,sorry lovely  i never saw this  yes   i keep this thinking ive retweeted stuff already 😂,strongly positive,1.0
374,two flights  hour and  hour flight 😭,negative,2.0
375,lool you can never be done never 😂,strongly positive,1.0
376,easy i don’t watch it 😂,strongly positive,1.0
377,lol i am but u know me 😭 some shit just need to b said lol,negative,2.0
378,sure since you asked so nicely 😂,strongly positive,1.0
379,that movie made me so mad because they teased the steve perry oh sherry and didnt play it  😭,negative,2.0
380,hah my holiday stories so far that i like involves kids kids and oh yes kids 😂,strongly positive,1.0
381,they cant find me they got list with my pizza when i tried them 😂,strongly positive,1.0
382,welp looks like im having my pie early thanks amanda 😂,strongly positive,1.0
383,he also said its messy wtf its not a house strange guy 😂,strongly positive,1.0
384,the state of it though  thinking he is fly 😂 no mate just no,strongly positive,1.0
385,😂😂 at the exact same face 😭,negative,2.0
386,😂😂 at the exact same face 😭,strongly positive,1.0
387,nice i need dance classes 😂,strongly positive,1.0
388,dont 😂 all joking aside it can be a brilliant event do consider health and safety primarily and…,strongly positive,1.0
389,😂 that’s a fair point he just threw another one  picks if tyrod doesn’t start the nd half i’ll be surprised,strongly positive,1.0
390,😂😂😊 then they make a catch and were like yo what do i do with this thing ah shit  😔,strongly positive,1.0
391,sorry heres the milk too forgot that 😂,strongly positive,1.0
392,he laughed when i called him frosty batman 😂,strongly positive,1.0
393,on my way at five miles a hour i should be there by the morning 😂,strongly positive,1.0
394,true but he will be the laughing stock 😂 me mam and niall have all given him  votes each there as well so fingers crossed 🤞,strongly positive,1.0
395,single most powerful method of cpd out there fast convenient constantly updated challenges thinking i could go on 😂,strongly positive,1.0
396,dont get me started cuz people gonna pay for this tuesday 😡 onthenumbers 😂,strongly positive,1.0
397,dont get me started cuz people gonna pay for this tuesday 😡 onthenumbers 😂,strongly negtive,0.0
398,hey can you rt this to help her win this thanks ❤,strongly positive,1.0
399,i’d love to hear the announcements however the speakers don’t work on this local n train to manhattan 😡,strongly negtive,0.0
400,seunghee is such a cutie pie ❤ well i mean all of them are 😂,strongly positive,1.0
401,seunghee is such a cutie pie ❤ well i mean all of them are 😂,strongly positive,1.0
402,wtaf what the hell are you doing 😡 voted labour at the last ge shant ma…,strongly negtive,0.0
403,i cant see any change for good out there 😡 grow vegetables just in case it all goes tits up 🇬🇧👍😡😡😡,strongly negtive,0.0
404,😡 not from what i am reading until   and  reveal the truth tourism will suffer count on it lasvegasshooting,strongly negtive,0.0
405,you are acting like a senile old hag 😡 stop your grandstanding bs and start acting like a republic…,strongly negtive,0.0
406,i’m livid 😡 my little girl is  tomo waiting to order today so fresh everything  plus hours and nothing 😡😡😡😡😡,strongly negtive,0.0
407,that is so fucked up 😡,strongly negtive,0.0
408,that you do my friend ❤,strongly positive,1.0
409,wow this is awesome i love how the color scheme and c is so easily recognizable ❤,strongly positive,1.0
410,how is a homeless person who are suffering enough gonna be able to afford a £k fine 😡,strongly negtive,0.0
411,where is the damn i am mad 😡 as hell button,strongly negtive,0.0
412,❤ sometimes you need some down time it keeps us sane 😉 if i need some me time i will just switch m…,strongly positive,1.0
413,😡 when we finally get to the bottom of trumprussia we’ll have the answer to that feat,strongly negtive,0.0
414,then why was he even talking about it 😡,strongly negtive,0.0
415,no they’re not 😡,strongly negtive,0.0
416,what a beauty 😍 and you do good deeds great love you trish  ❤  fellow tamil people watch this…,strongly positive,1.0
417,a disorder 😡 anyone saying this is a disorder is a true pos pedophilia destro…,strongly negtive,0.0
418,that is disgraceful 😡 it is not a disease which can be treated a d…,strongly negtive,0.0
419,hey can yall rt this quoted tweet thanks ❤,strongly positive,1.0
420,hey can yall rt this quoted tweet please thank you ❤,strongly positive,1.0
421,watch this video it will make you smile 😍 👬 ❤,strongly positive,1.0
422,in thegreatestshowman ❤ i guess you can say hes soaring flying 😂,strongly positive,1.0
423,in thegreatestshowman ❤ i guess you can say hes soaring flying 😂,strongly positive,1.0
424,sosegundachamada 😂,strongly positive,1.0
425,‘alot of trees a lot of leaves’  yea no shit lad your in a jungle 😂 imaceleb,strongly positive,1.0
426,‘army you made all of this possible’ 😭 btsxamas amas,negative,2.0
427,“a lot of trees a lot of leaves” class a description of the australian jungle by amir khan there 😂 imaceleb,strongly positive,1.0
428,“all animals apart from humans have no emotions or feelings including the ability to feel pain” toriesout 😡,strongly negtive,0.0
429,“and i play with his balls i should try out for sports” i can feel my hoe coming out 😭,negative,2.0
430,“and to my little monsters this one’s for you” like she literally wanted me in tears last night oh wow 😭,negative,2.0
431,“as they say in hockey let’s do that hockey” 😭,negative,2.0
432,“go to college” they say “take out loans if you have to it’s the only way to a better life” 😕,neutral,5.0
433,“i wanna see the dumb ass nigga who’s gonna marry you you’re so self centered” 😕,neutral,5.0
434,to  really quick 😂,strongly positive,1.0
435,has a problem with opening the door of the car 😂,strongly positive,1.0
436,hr left agsjishes can u hear me cryin at the corner 😭 btsxamas amas,negative,2.0
437,uppercut celine job 😂 jeez,strongly positive,1.0
438,ki and abbys and a few others passwords for snapchat 😂,strongly positive,1.0
439,shawty in the back 😭,negative,2.0
440,miles apart and we have the same dinner 😂,strongly positive,1.0
441,😂 so me,strongly positive,1.0
442,firm  school  military  taking claret and blue army to a whole new level 😂,strongly positive,1.0
443,😭 begins for me too planning for  already,negative,2.0
444,of the most bizarre fitness trends  😂,strongly positive,1.0
445,views in and only one response 😂 talk about one ring to rule them all,strongly positive,1.0
446,years later i don’t have my brothers by my side so i’ll replace them with these peace signs 😂 😂,strongly positive,1.0
447,the fact the broadcast said season  😭,negative,2.0
448,for a haircut food and gas he at least need  😂,strongly positive,1.0
449,me like literally always hitting myself in the face 😂 itsahardknocklife,strongly positive,1.0
450,real no fake y mi playlist sad lo sabe 😂,strongly positive,1.0
451,months laterfirst maintenance issue 😭 panic,negative,2.0
452,💕 rest in peace meatball you will be missed 😭,negative,2.0
453,minutes for fresh chicken 😂,strongly positive,1.0
454,on top  from the back or on yo back w yo legs behind your head 😂,strongly positive,1.0
455,or not amir you should know hoe to write your name 😂 imaceleb,strongly positive,1.0
456,or not amir you should know how to write your name 😂 imaceleb,strongly positive,1.0
457,taxes due next month  the mf wont even start 😭 not paying it  they can have the tags  fck dat,negative,2.0
